Hybrid_Node_ID,Drone_Facility_ID,Facility_Name,Node_Type,Latitude,Longitude,Network_Role
172,226,"Strathclyde Hospital",H,55.78452134,-4.00085727,CLUSTER_NODE
685,157,"Mearnskirk House",H,55.76115855,-4.329952242,CLUSTER_NODE
103,289,"Uist & Barra Hospital",H,57.47272244,-7.377046305,POWER_BACKBONE
526,252,"Tippethill Hospital",H,55.87680395,-3.686279247,CLUSTER_NODE
59,154,"Shawpark Resource Centre",H,55.88855482,-4.285921346,POWER_BACKBONE
773,288,"St Brendans Cot Hospital",H,56.95228577,-7.496280665,CLUSTER_NODE
211,171,"Netherton",H,55.89505605,-4.329415592,CLUSTER_NODE
358,110,"Eyemouth Day Hospital",H,55.87120209,-2.089405295,CLUSTER_NODE
366,267,"Royal Victoria Day Hospital",H,56.46265803,-3.012311044,CLUSTER_NODE
414,86,"Arbroath Airport",new,56.58285609,-2.621991137,CLUSTER_NODE
116,83,"new",new,57.76643301,-7.027993699,CLUSTER_NODE
79,106,"Hay Lodge Hospital",H,55.6520425,-3.196787966,POWER_BACKBONE
279,149,"Lightburn Hospital",H,55.86069748,-4.16425599,CLUSTER_NODE
485,217,"Coathill Hospital",H,55.84868464,-4.024619696,CLUSTER_NODE
732,176,"Aboyne Hospital",H,57.07643789,-2.765467882,CLUSTER_NODE
502,264,"Strathmartine Hospital",H,56.50461339,-3.002135832,CLUSTER_NODE
528,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
535,90,"Arran War Memorial Hospital",H,55.54315331,-5.114359851,CLUSTER_NODE
46,131,"Randolph Wemyss Memorial Hospital",H,56.17721134,-3.025761579,CLUSTER_CENTER
152,255,"Inchkeith House",H,55.96819211,-3.171982196,CLUSTER_NODE
250,116,"Lochmaben Hospital",H,55.12844838,-3.453098493,CLUSTER_NODE
448,273,"Scone Day Hospital",H,56.42084682,-3.407684934,CLUSTER_NODE
610,170,"Pineview",H,55.90989103,-4.324464125,CLUSTER_NODE
438,272,"Murray Royal Hospital",H,56.40047419,-3.410730583,CLUSTER_NODE
436,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
454,241,"Astley Ainslie Hospital",H,55.92957056,-3.196028125,CLUSTER_NODE
154,250,"Ballenden House",H,55.9444908,-3.180858496,CLUSTER_NODE
707,170,"Pineview",H,55.90989103,-4.324464125,CLUSTER_NODE
206,177,"Glen O'Dee Hospital",H,57.05934867,-2.519829255,CLUSTER_NODE
686,282,"Carseview Centre",H,56.46354398,-3.044212853,CLUSTER_NODE
500,164,"Anvil Resource Centre",H,55.85235273,-4.191942313,CLUSTER_NODE
716,202,"Wick Town and County Hospital",H,58.43309857,-3.096742837,CLUSTER_NODE
40,219,"Wester Moffat Hospital",H,55.86892035,-3.939577701,POWER_BACKBONE
245,121,"Galloway Community Hospital",H,54.89921902,-5.022108907,CLUSTER_NODE
595,93,"Warrix Avenue Mental Health Community Rehabilitation Unit",H,55.61190847,-4.658983516,CLUSTER_NODE
325,269,"St Margaret's Hospital",H,56.29387341,-3.717919065,CLUSTER_NODE
616,148,"Glasgow Royal Infirmary",H,55.86409106,-4.234373832,CLUSTER_NODE
660,176,"Aboyne Hospital",H,57.07643789,-2.765467882,CLUSTER_NODE
145,268,"Perth Royal Infirmary",H,56.39645576,-3.451555364,CLUSTER_NODE
444,98,"Three Towns Resource Centre",H,55.6396381,-4.770025661,CLUSTER_NODE
558,15,"Victoria Hospital",H,56.12519279,-3.158700518,CLUSTER_NODE
672,155,"Springpark Resource Centre/Day Hospital",H,55.88624039,-4.251048065,CLUSTER_NODE
342,206,"St Vincent's Hospital",H,57.08493197,-4.055753518,CLUSTER_NODE
762,91,"Ayrshire Central Hospital",H,55.63461331,-4.676906809,CLUSTER_NODE
457,218,"Victoria Memorial Cottage Hospital",H,55.97686919,-4.06856589,CLUSTER_NODE
460,249,"Bonnyrigg Day Centre",H,55.87270787,-3.061243781,CLUSTER_NODE
351,201,"Caithness General Hospital",H,58.44171715,-3.094184124,CLUSTER_NODE
158,245,"Royal Edinburgh Hospital",H,55.92725157,-3.214444464,CLUSTER_NODE
587,289,"Uist & Barra Hospital",H,57.47272244,-7.377046305,CLUSTER_NODE
92,33,"Tiree Airport",A,56.49919891,-6.869170189,POWER_BACKBONE
118,70,"Fair Isle Airport",new,59.53623128,-1.626983954,CLUSTER_NODE
162,239,"Herdmanflat Hospital",H,55.96029975,-2.786592496,CLUSTER_NODE
494,173,"Woodend General Hospital",H,57.14749402,-2.169962908,CLUSTER_NODE
537,119,"Thornhill Hospital",H,55.23567518,-3.765209858,CLUSTER_NODE
93,254,"St John's Hospital",H,55.89302304,-3.518009928,POWER_BACKBONE
304,80,"Stornoway Airport",A,58.215599,-6.33111,CLUSTER_NODE
18,28,"Raigmore Hospital",H,57.47407751,-4.191111893,POWER_BACKBONE
514,227,"Kirklands Hospital",H,55.81192327,-4.063556454,CLUSTER_NODE
349,157,"Mearnskirk House",H,55.76115855,-4.329952242,CLUSTER_NODE
368,152,"Auchinlea Resource Centre",H,55.87121504,-4.129670818,CLUSTER_NODE
217,163,"Beatson West of Scotland Cancer Centre",H,55.88329566,-4.31147132,CLUSTER_NODE
726,142,"Dumbarton Joint Hospital/Riverview Resource Centre",H,55.9486886,-4.593566144,CLUSTER_NODE
61,174,"City Hospital",H,57.15380167,-2.087055187,CLUSTER_CENTER
412,283,"Pitlochry Community Hospital",H,56.70160803,-3.73581816,CLUSTER_NODE
212,170,"Pineview",H,55.90989103,-4.324464125,CLUSTER_NODE
474,158,"New Victoria Hospital",H,55.82867305,-4.264041449,CLUSTER_NODE
540,98,"Three Towns Resource Centre",H,55.6396381,-4.770025661,CLUSTER_NODE
223,157,"Mearnskirk House",H,55.76115855,-4.329952242,CLUSTER_NODE
285,116,"Lochmaben Hospital",H,55.12844838,-3.453098493,CLUSTER_NODE
678,87,"Perth Airport",A,56.43578293,-3.370727821,CLUSTER_NODE
198,188,"Stephen Cottage Hospital",H,57.4459224,-3.122858852,CLUSTER_NODE
331,81,"Benbecula Airport",A,57.48109818,-7.362780094,CLUSTER_NODE
80,178,"Roxburghe House",H,57.15721439,-2.124360202,POWER_BACKBONE
51,224,"Lockhart Hospital",H,55.67011979,-3.758529773,CLUSTER_CENTER
490,151,"Parkview Resource Centre",H,55.85020447,-4.172620246,CLUSTER_NODE
143,270,"Aberfeldy Cottage Hospital",H,56.61863517,-3.859065662,CLUSTER_NODE
508,185,"Ugie Hospital",H,57.51538041,-1.792753795,CLUSTER_NODE
667,118,"Newton Stewart Hospital",H,54.95103654,-4.490623744,CLUSTER_NODE
330,179,"Inverurie Hospital",H,57.27678856,-2.378035362,CLUSTER_NODE
284,267,"Royal Victoria Day Hospital",H,56.46265803,-3.012311044,CLUSTER_NODE
684,205,"Nairn Town and County Hospital",H,57.57838727,-3.87115279,CLUSTER_NODE
723,59,"University Hospital Monklands",H,55.8659408,-3.998281093,CLUSTER_NODE
419,85,"Royal Alexandra Hospital",H,55.83528137,-4.436562056,CLUSTER_NODE
650,176,"Aboyne Hospital",H,57.07643789,-2.765467882,CLUSTER_NODE
367,61,"Edinburgh Royal Infirmary",H,55.92195904,-3.137185357,CLUSTER_NODE
186,206,"St Vincent's Hospital",H,57.08493197,-4.055753518,CLUSTER_NODE
547,232,"Beckford Lodge",H,55.78244632,-4.051486784,CLUSTER_NODE
90,238,"Edington Cottage Hospital",H,56.05557239,-2.716843114,POWER_BACKBONE
717,170,"Pineview",H,55.90989103,-4.324464125,CLUSTER_NODE
658,156,"Leverndale Hospital",H,55.83539782,-4.365218663,CLUSTER_NODE
316,113,"Nithbank Hospital",H,55.06239553,-3.601373171,CLUSTER_NODE
456,111,"Castle Douglas Community Hospital",H,54.93904841,-3.923638147,CLUSTER_NODE
52,207,"Belford Hospital",H,56.81961329,-5.103503994,POWER_BACKBONE
179,215,"Migdale Hospital",H,57.89167493,-4.341446222,CLUSTER_NODE
515,87,"Perth Airport",A,56.43578293,-3.370727821,CLUSTER_NODE
369,28,"Raigmore Hospital",H,57.47407751,-4.191111893,CLUSTER_NODE
356,126,"Lismore",H,54.99464948,-3.251087963,CLUSTER_NODE
599,176,"Aboyne Hospital",H,57.07643789,-2.765467882,CLUSTER_NODE
487,164,"Anvil Resource Centre",H,55.85235273,-4.191942313,CLUSTER_NODE
85,133,"Weston Day Hospital",H,56.31855927,-3.018245422,POWER_BACKBONE
406,16,"Dundee Airport",A,56.45249939,-3.02583003,CLUSTER_NODE
643,34,"Oban  Airport",A,56.46678798,-5.397557268,CLUSTER_NODE
702,189,"Turner Memorial Hospital",H,57.54218558,-2.95407633,CLUSTER_NODE
10,34,"Oban  Airport",A,56.46678798,-5.397557268,POWER_BACKBONE
533,202,"Wick Town and County Hospital",H,58.43309857,-3.096742837,CLUSTER_NODE
261,100,"Girvan Community Hospital",H,55.2482983,-4.845812147,CLUSTER_NODE
744,248,"Glencorse Day Centre",H,55.84777295,-3.189665092,CLUSTER_NODE
760,202,"Wick Town and County Hospital",H,58.43309857,-3.096742837,CLUSTER_NODE
484,265,"Hawkhill Day Hospital",H,56.45726248,-2.990551095,CLUSTER_NODE
340,132,"Stratheden Hospital",H,56.30450447,-3.052752996,CLUSTER_NODE
329,61,"Edinburgh Royal Infirmary",H,55.92195904,-3.137185357,CLUSTER_NODE
662,153,"Stobhill Hospital",H,55.89296032,-4.218565887,CLUSTER_NODE
466,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
534,282,"Carseview Centre",H,56.46354398,-3.044212853,CLUSTER_NODE
645,142,"Dumbarton Joint Hospital/Riverview Resource Centre",H,55.9486886,-4.593566144,CLUSTER_NODE
241,127,"Midpark Hospital",H,55.05259832,-3.58695362,CLUSTER_NODE
236,135,"Queen Margaret Hospital",H,56.08238381,-3.425563347,CLUSTER_NODE
649,102,"Galavale House",H,55.60729837,-2.787751806,CLUSTER_NODE
775,139,"Stirling Community Hospital",H,56.106903,-3.934580493,CLUSTER_NODE
735,220,"Cleland Hospital",H,55.80381685,-3.90593862,CLUSTER_NODE
190,200,"Dunbar Hospital",H,58.58451762,-3.538168965,CLUSTER_NODE
738,80,"Stornoway Airport",A,58.215599,-6.33111,CLUSTER_NODE
601,217,"Coathill Hospital",H,55.84868464,-4.024619696,CLUSTER_NODE
14,15,"Victoria Hospital",H,56.12519279,-3.158700518,POWER_BACKBONE
548,232,"Beckford Lodge",H,55.78244632,-4.051486784,CLUSTER_NODE
543,229,"University Hospital Hairmyres",H,55.75998173,-4.220715026,CLUSTER_NODE
357,65,"Eday Airport",A,59.19060135,-2.772219896,CLUSTER_NODE
403,252,"Tippethill Hospital",H,55.87680395,-3.686279247,CLUSTER_NODE
592,244,"Liberton Hospital",H,55.90900053,-3.152645161,CLUSTER_NODE
608,135,"Queen Margaret Hospital",H,56.08238381,-3.425563347,CLUSTER_NODE
597,247,"Cambridge Street Day Centre",H,55.94790711,-3.203928301,CLUSTER_NODE
123,87,"Perth Airport",A,56.43578293,-3.370727821,CLUSTER_NODE
305,257,"Bathgate House Day Hospital",H,55.90194772,-3.641937275,CLUSTER_NODE
574,108,"Peebles Psychogeriatric Day Hospital",H,55.65155396,-3.181355872,CLUSTER_NODE
720,126,"Lismore",H,54.99464948,-3.251087963,CLUSTER_NODE
757,236,"Corstorphine Hospital",H,55.94301171,-3.269943375,CLUSTER_NODE
197,189,"Turner Memorial Hospital",H,57.54218558,-2.95407633,CLUSTER_NODE
233,138,"Bellsdyke Hospital",H,56.03504609,-3.818273686,CLUSTER_NODE
196,193,"Argyll and Bute Hospital",H,56.03530247,-5.427977833,CLUSTER_NODE
408,232,"Beckford Lodge",H,55.78244632,-4.051486784,CLUSTER_NODE
324,193,"Argyll and Bute Hospital",H,56.03530247,-5.427977833,CLUSTER_NODE
705,176,"Aboyne Hospital",H,57.07643789,-2.765467882,CLUSTER_NODE
505,16,"Dundee Airport",A,56.45249939,-3.02583003,CLUSTER_NODE
698,187,"Dr Gray's Hospital",H,57.64589268,-3.330468391,CLUSTER_NODE
736,68,"Gilbert Bain Hospital",H,60.1515905,-1.153737444,CLUSTER_NODE
54,104,"Andrew Lang Unit",H,55.55033014,-2.839448313,POWER_BACKBONE
606,218,"Victoria Memorial Cottage Hospital",H,55.97686919,-4.06856589,CLUSTER_NODE
62,115,"Thomas Hope Hospital",H,55.15060215,-2.998314097,POWER_BACKBONE
205,179,"Inverurie Hospital",H,57.27678856,-2.378035362,CLUSTER_NODE
327,151,"Parkview Resource Centre",H,55.85020447,-4.172620246,CLUSTER_NODE
682,206,"St Vincent's Hospital",H,57.08493197,-4.055753518,CLUSTER_NODE
483,161,"Gartnavel Royal Hospital",H,55.88260299,-4.320097735,CLUSTER_NODE
122,41,"new",new,57.33490808,-5.540030481,CLUSTER_NODE
58,219,"Wester Moffat Hospital",H,55.86892035,-3.939577701,POWER_BACKBONE
596,245,"Royal Edinburgh Hospital",H,55.92725157,-3.214444464,CLUSTER_NODE
615,64,"Kirkwall Airport",A,58.95780182,-2.904999971,CLUSTER_NODE
710,97,"Arrol Park Resource Centre",H,55.44916677,-4.638514148,CLUSTER_NODE
385,62,"Edinburgh Airport",A,55.950145,-3.372288,CLUSTER_NODE
321,136,"Lynebank Hospital",H,56.07789802,-3.41239735,CLUSTER_NODE
318,103,"Hawick Community  Hospital",H,55.42351153,-2.793080396,CLUSTER_NODE
87,275,"Brechin Infirmary",H,56.73424771,-2.650491245,POWER_BACKBONE
317,133,"Weston Day Hospital",H,56.31855927,-3.018245422,CLUSTER_NODE
248,118,"Newton Stewart Hospital",H,54.95103654,-4.490623744,CLUSTER_NODE
589,171,"Netherton",H,55.89505605,-4.329415592,CLUSTER_NODE
202,183,"Turriff Cottage Hospital",H,57.53734207,-2.449308321,CLUSTER_NODE
455,117,"Moffat Community Hospital",H,55.33136484,-3.428983243,CLUSTER_NODE
160,243,"Edinburgh Dental Institute",H,55.94414689,-3.196941762,CLUSTER_NODE
591,208,"Glencoe Hospital",H,56.68504892,-5.096778442,CLUSTER_NODE
289,141,"Clackmannanshire Community Healthcare Centre",H,56.12478022,-3.782199491,CLUSTER_NODE
49,151,"Parkview Resource Centre",H,55.85020447,-4.172620246,POWER_BACKBONE
664,79,"Western Isles Hospital",H,58.22148589,-6.382504582,CLUSTER_NODE
693,225,"Roadmeetings Hospital",H,55.72963089,-3.811487007,CLUSTER_NODE
503,127,"Midpark Hospital",H,55.05259832,-3.58695362,CLUSTER_NODE
632,122,"Acorn House",H,55.05366159,-3.604578697,CLUSTER_NODE
631,125,"Laurel Bank (CETU)",H,55.06292255,-3.602475871,CLUSTER_NODE
396,281,"Crieff Community Hospital",H,56.37008261,-3.840705549,CLUSTER_NODE
581,275,"Brechin Infirmary",H,56.73424771,-2.650491245,CLUSTER_NODE
131,286,"Bluebell Intermediary Care Unit",H,56.45943886,-3.048319896,CLUSTER_NODE
570,278,"Stracathro Hospital",H,56.77508919,-2.612183711,CLUSTER_NODE
563,140,"Bungalows/Red Lodge",H,56.0202128,-3.837346211,CLUSTER_NODE
373,2,"Glasgow Prestwick Airport",A,55.502003,-4.587019,CLUSTER_NODE
53,123,"Wellgreen Cottages",H,55.04944873,-3.598226271,POWER_BACKBONE
492,109,"Galashiels Psychogeriatric Day Hospital",H,55.61782646,-2.807748979,CLUSTER_NODE
286,192,"375 Great Western Lodge",H,57.13417605,-2.127455288,CLUSTER_NODE
617,273,"Scone Day Hospital",H,56.42084682,-3.407684934,CLUSTER_NODE
536,201,"Caithness General Hospital",H,58.44171715,-3.094184124,CLUSTER_NODE
626,263,"Dundee Dental Hospital",H,56.45849503,-2.977892064,CLUSTER_NODE
181,212,"New Craigs Hospital",H,57.46905256,-4.268277089,CLUSTER_NODE
594,226,"Strathclyde Hospital",H,55.78452134,-4.00085727,CLUSTER_NODE
446,168,"Arndale Resource Centre",H,55.90942803,-4.348857013,CLUSTER_NODE
725,233,"University Hospital Wishaw",H,55.77374293,-3.94042798,CLUSTER_NODE
642,23,"Aberdeen Dyce Airport",A,57.2019,-2.19778,CLUSTER_NODE
771,149,"Lightburn Hospital",H,55.86069748,-4.16425599,CLUSTER_NODE
56,252,"Tippethill Hospital",H,55.87680395,-3.686279247,CLUSTER_CENTER
425,136,"Lynebank Hospital",H,56.07789802,-3.41239735,CLUSTER_NODE
429,258,"Findlay House",H,55.96819412,-3.143059788,CLUSTER_NODE
60,240,"Royal Victoria Hospital",H,55.95868674,-3.231640633,POWER_BACKBONE
220,160,"Shawmill Resource Centre",H,55.8265766,-4.29518636,CLUSTER_NODE
308,284,"Perth Dental Hospital",H,56.3913228,-3.484987106,CLUSTER_NODE
734,111,"Castle Douglas Community Hospital",H,54.93904841,-3.923638147,CLUSTER_NODE
67,149,"Lightburn Hospital",H,55.86069748,-4.16425599,POWER_BACKBONE
215,167,"Eastwood Resource Centre",H,55.79025942,-4.285694635,CLUSTER_NODE
404,162,"Centre for Integrative Care",H,55.88073775,-4.313853803,CLUSTER_NODE
612,15,"Victoria Hospital",H,56.12519279,-3.158700518,CLUSTER_NODE
665,65,"Eday Airport",A,59.19060135,-2.772219896,CLUSTER_NODE
544,172,"The Mary Aitkenhead Centre",H,55.8947143,-4.384344928,CLUSTER_NODE
168,232,"Beckford Lodge",H,55.78244632,-4.051486784,CLUSTER_NODE
364,115,"Thomas Hope Hospital",H,55.15060215,-2.998314097,CLUSTER_NODE
431,138,"Bellsdyke Hospital",H,56.03504609,-3.818273686,CLUSTER_NODE
479,241,"Astley Ainslie Hospital",H,55.92957056,-3.196028125,CLUSTER_NODE
75,262,"Royal Victoria Hospital",H,56.46396897,-3.011053694,POWER_BACKBONE
111,79,"Western Isles Hospital",H,58.22148589,-6.382504582,CLUSTER_CENTER
718,262,"Royal Victoria Hospital",H,56.46396897,-3.011053694,CLUSTER_NODE
607,248,"Glencorse Day Centre",H,55.84777295,-3.189665092,CLUSTER_NODE
517,123,"Wellgreen Cottages",H,55.04944873,-3.598226271,CLUSTER_NODE
66,181,"Fraserburgh Hospital",H,57.68787852,-2.017914396,CLUSTER_CENTER
598,139,"Stirling Community Hospital",H,56.106903,-3.934580493,CLUSTER_NODE
280,251,"St Michael's Hospital",H,55.97503746,-3.585907137,CLUSTER_NODE
729,237,"Edenhall Hospital",H,55.93689091,-3.034627515,CLUSTER_NODE
656,234,"Red Deer Centre/Day Hospital",H,55.75803944,-4.195753549,CLUSTER_NODE
754,22,"Aberdeen Royal Infirmary",H,57.15446245,-2.135741274,CLUSTER_NODE
742,248,"Glencorse Day Centre",H,55.84777295,-3.189665092,CLUSTER_NODE
374,190,"Rehabilitation Hospital",H,57.1362389,-2.101784826,CLUSTER_NODE
141,273,"Scone Day Hospital",H,56.42084682,-3.407684934,CLUSTER_NODE
278,217,"Coathill Hospital",H,55.84868464,-4.024619696,CLUSTER_NODE
450,255,"Inchkeith House",H,55.96819211,-3.171982196,CLUSTER_NODE
477,70,"Fair Isle Airport",new,59.53623128,-1.626983954,CLUSTER_NODE
135,281,"Crieff Community Hospital",H,56.37008261,-3.840705549,CLUSTER_NODE
644,235,"Belhaven Hospital",H,55.99591579,-2.53617233,CLUSTER_NODE
138,277,"Montrose Royal Infirmary",H,56.70789536,-2.472990997,CLUSTER_NODE
555,135,"Queen Margaret Hospital",H,56.08238381,-3.425563347,CLUSTER_NODE
655,31,"Islay Airport",A,55.68190002,-6.256669998,CLUSTER_NODE
107,251,"St Michael's Hospital",H,55.97503746,-3.585907137,POWER_BACKBONE
541,86,"Arbroath Airport",new,56.58285609,-2.621991137,CLUSTER_NODE
170,228,"Airbles Road Centre",H,55.78262449,-3.982019232,CLUSTER_NODE
238,132,"Stratheden Hospital",H,56.30450447,-3.052752996,CLUSTER_NODE
564,96,"Biggart Hospital",H,55.49259795,-4.603636983,CLUSTER_NODE
609,79,"Western Isles Hospital",H,58.22148589,-6.382504582,CLUSTER_NODE
22,68,"Gilbert Bain Hospital",H,60.1515905,-1.153737444,POWER_BACKBONE
509,59,"University Hospital Monklands",H,55.8659408,-3.998281093,CLUSTER_NODE
391,134,"Glenrothes Hospital",H,56.2051741,-3.181070675,CLUSTER_NODE
288,114,"Kirkcudbright Cottage Hospital",H,54.83444404,-4.049303582,CLUSTER_NODE
507,193,"Argyll and Bute Hospital",H,56.03530247,-5.427977833,CLUSTER_NODE
400,101,"The Knoll Hospital",H,55.77263743,-2.339900107,CLUSTER_NODE
522,203,"Lawson Memorial Hospital",H,57.97329514,-3.98626108,CLUSTER_NODE
113,155,"Springpark Resource Centre/Day Hospital",H,55.88624039,-4.251048065,POWER_BACKBONE
709,270,"Aberfeldy Cottage Hospital",H,56.61863517,-3.859065662,CLUSTER_NODE
283,238,"Edington Cottage Hospital",H,56.05557239,-2.716843114,CLUSTER_NODE
309,201,"Caithness General Hospital",H,58.44171715,-3.094184124,CLUSTER_NODE
55,220,"Cleland Hospital",H,55.80381685,-3.90593862,POWER_BACKBONE
519,1,"University Hospital Crosshouse",H,55.61397859,-4.538174149,CLUSTER_NODE
265,96,"Biggart Hospital",H,55.49259795,-4.603636983,CLUSTER_NODE
703,221,"Hartwoodhill Hospital",H,55.81003107,-3.846805722,CLUSTER_NODE
136,279,"Whitehills Hospital",H,56.65237417,-2.870139267,CLUSTER_NODE
117,77,"new",new,56.55999706,-4.002153202,CLUSTER_NODE
704,90,"Arran War Memorial Hospital",H,55.54315331,-5.114359851,CLUSTER_NODE
758,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
557,225,"Roadmeetings Hospital",H,55.72963089,-3.811487007,CLUSTER_NODE
218,162,"Centre for Integrative Care",H,55.88073775,-4.313853803,CLUSTER_NODE
706,130,"St Andrews Community Hospital",H,56.32774528,-2.804063191,CLUSTER_NODE
770,214,"Dunaros Community Hospital",H,56.51566045,-5.946832131,CLUSTER_NODE
28,92,"Lady Margaret Hospital",H,55.76135748,-4.921581923,POWER_BACKBONE
776,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
84,257,"Bathgate House Day Hospital",H,55.90194772,-3.641937275,POWER_BACKBONE
203,182,"Jubilee Hospital",H,57.44344284,-2.788813164,CLUSTER_NODE
292,113,"Nithbank Hospital",H,55.06239553,-3.601373171,CLUSTER_NODE
353,32,"Campbeltown Airport",A,55.43719864,-5.686389923,CLUSTER_NODE
232,141,"Clackmannanshire Community Healthcare Centre",H,56.12478022,-3.782199491,CLUSTER_NODE
240,129,"Adamson Hospital",H,56.32441458,-3.016476797,CLUSTER_NODE
147,265,"Hawkhill Day Hospital",H,56.45726248,-2.990551095,CLUSTER_NODE
415,86,"Arbroath Airport",new,56.58285609,-2.621991137,CLUSTER_NODE
708,188,"Stephen Cottage Hospital",H,57.4459224,-3.122858852,CLUSTER_NODE
146,267,"Royal Victoria Day Hospital",H,56.46265803,-3.012311044,CLUSTER_NODE
749,280,"Gowanlea",H,56.56361057,-2.572393149,CLUSTER_NODE
628,63,"Balfour Hospital",H,58.97412018,-2.963844233,CLUSTER_NODE
690,15,"Victoria Hospital",H,56.12519279,-3.158700518,CLUSTER_NODE
390,30,"Wick Airport",A,58.45890045,-3.093060017,CLUSTER_NODE
380,29,"Inverness Airport",A,57.54249954,-4.047500134,CLUSTER_NODE
513,59,"University Hospital Monklands",H,55.8659408,-3.998281093,CLUSTER_NODE
424,196,"Victoria Hospital",H,56.0923321,-5.075106928,CLUSTER_NODE
193,197,"Victoria Hospital Annexe",H,55.82705723,-5.053344218,CLUSTER_NODE
226,148,"Glasgow Royal Infirmary",H,55.86409106,-4.234373832,CLUSTER_NODE
488,133,"Weston Day Hospital",H,56.31855927,-3.018245422,CLUSTER_NODE
17,22,"Aberdeen Royal Infirmary",H,57.15446245,-2.135741274,POWER_BACKBONE
271,270,"Aberfeldy Cottage Hospital",H,56.61863517,-3.859065662,CLUSTER_NODE
335,137,"Bo'ness Hospital",H,56.01165112,-3.612898938,CLUSTER_NODE
426,228,"Airbles Road Centre",H,55.78262449,-3.982019232,CLUSTER_NODE
577,260,"East Lothian Community Hospital",H,55.95715125,-2.795514921,CLUSTER_NODE
89,275,"Brechin Infirmary",H,56.73424771,-2.650491245,POWER_BACKBONE
214,168,"Arndale Resource Centre",H,55.90942803,-4.348857013,CLUSTER_NODE
714,90,"Arran War Memorial Hospital",H,55.54315331,-5.114359851,CLUSTER_NODE
48,280,"Gowanlea",H,56.56361057,-2.572393149,POWER_BACKBONE
493,22,"Aberdeen Royal Infirmary",H,57.15446245,-2.135741274,CLUSTER_NODE
552,229,"University Hospital Hairmyres",H,55.75998173,-4.220715026,CLUSTER_NODE
134,282,"Carseview Centre",H,56.46354398,-3.044212853,CLUSTER_NODE
689,280,"Gowanlea",H,56.56361057,-2.572393149,CLUSTER_NODE
569,240,"Royal Victoria Hospital",H,55.95868674,-3.231640633,CLUSTER_NODE
473,32,"Campbeltown Airport",A,55.43719864,-5.686389923,CLUSTER_NODE
253,111,"Castle Douglas Community Hospital",H,54.93904841,-3.923638147,CLUSTER_NODE
64,178,"Roxburghe House",H,57.15721439,-2.124360202,POWER_BACKBONE
394,188,"Stephen Cottage Hospital",H,57.4459224,-3.122858852,CLUSTER_NODE
763,165,"Arran Resource Centre",H,55.85166608,-4.225111902,CLUSTER_NODE
575,30,"Wick Airport",A,58.45890045,-3.093060017,CLUSTER_NODE
410,141,"Clackmannanshire Community Healthcare Centre",H,56.12478022,-3.782199491,CLUSTER_NODE
486,32,"Campbeltown Airport",A,55.43719864,-5.686389923,CLUSTER_NODE
300,161,"Gartnavel Royal Hospital",H,55.88260299,-4.320097735,CLUSTER_NODE
171,227,"Kirklands Hospital",H,55.81192327,-4.063556454,CLUSTER_NODE
